Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Fate/Tiger Colosseum Upper","PSP",2008,"Fighting","Capcom",0.000000,0.000000,0.060000,0.000000,0.060000
"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe","DS",2009,"Misc","Rocket Company",0.000000,0.000000,0.060000,0.000000,0.060000
"Rooms: The Main Building","Wii",2010,"Adventure","Hudson Soft",0.060000,0.000000,0.000000,0.000000,0.060000
"Theresia...","DS",2008,"Adventure","Arc System Works",0.060000,0.000000,0.000000,0.000000,0.060000
"Pop Cutie! Street Fashion Simulation","DS",2008,"Simulation","Tecmo Koei",0.060000,0.000000,0.000000,0.000000,0.060000
"Top Gun: Hard Lock","X360",2012,"Action","505 Games",0.030000,0.020000,0.000000,0.000000,0.060000
"JoJos Bizarre Adventure: All Star Battle","3DS",2012,"Fighting","Take-Two Interactive",0.060000,0.000000,0.000000,0.000000,0.060000
"Carol Vordermans Sudoku","PSP",2006,"Puzzle","Xplosiv",0.050000,0.000000,0.000000,0.010000,0.060000
"Ford Racing 3","GBA",2005,"Racing","Zoo Digital Publishing",0.040000,0.020000,0.000000,0.000000,0.060000
"Genkai Tokki: Moero Crystal","PSV",2015,"Role-Playing","Compile Heart",0.000000,0.000000,0.060000,0.000000,0.060000
"PachiPara 13: Super Umi no Pachi-Pro Fuuunroku","PS2",2006,"Misc","Irem Software Engineering",0.000000,0.000000,0.060000,0.000000,0.060000
"Disney Planes Fire & Rescue","Wii",2014,"Action","Disney Interactive Studios",0.000000,0.050000,0.000000,0.000000,0.060000
"Attack on Titan (KOEI)","PS3",2016,"Action","Tecmo Koei",0.000000,0.000000,0.060000,0.000000,0.060000
"Satisfashion","DS",2010,"Misc","Destineer",0.060000,0.000000,0.000000,0.000000,0.060000
"World Soccer Winning Eleven 9 (US sales)","PSP",2005,"Sports","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Winning Post 4 Maximum","PS2",2000,"Sports","Tecmo Koei",0.000000,0.000000,0.060000,0.000000,0.060000
"Oddworld: Munchs Oddysee","GBA",2003,"Platform","THQ",0.040000,0.020000,0.000000,0.000000,0.060000
"Match 3 Madness","DS",2010,"Puzzle","Foreign Media Games",0.000000,0.050000,0.000000,0.010000,0.060000
"Exhibition Volume 5","XB",2004,"Misc","Microsoft Game Studios",0.040000,0.010000,0.000000,0.000000,0.060000
"Record of Lodoss War: Eiyuu Sensou","SCD",1994,"Role-Playing","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"DuckTales: Remastered","WiiU",2013,"Action","Capcom",0.050000,0.000000,0.000000,0.000000,0.060000
"LEGO Batman: The Videogame","PC",2008,"Action","Warner Bros. Interactive Entertainment",0.020000,0.030000,0.000000,0.010000,0.060000
"Atelier Sophie: The Alchemist of the Mysterious Book","PSV",2015,"Role-Playing","Tecmo Koei",0.000000,0.000000,0.060000,0.000000,0.060000
"Starry ? Sky: In Summer","PSP",2010,"Misc","Asgard",0.000000,0.000000,0.060000,0.000000,0.060000
"Imagine: Resort Owner","DS",2010,"Strategy","Ubisoft",0.050000,0.000000,0.000000,0.000000,0.060000
"Pro Yakyuu Netsu Star 2007","PS2",2007,"Sports","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Klonoa Beach Volleyball","PS",2002,"Sports","Namco Bandai Games",0.030000,0.020000,0.000000,0.000000,0.060000
"Melty Blood: Actress Again","PS2",2009,"Fighting","Ecole",0.000000,0.000000,0.060000,0.000000,0.060000
"TrackMania Turbo","XOne",2016,"Action","Ubisoft",0.020000,0.030000,0.000000,0.000000,0.060000
"Izuna 2: The Unemployed Ninja Returns","DS",2007,"Role-Playing","Success",0.050000,0.000000,0.000000,0.000000,0.060000
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","DS",2005,"Action","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Centipede: Infestation","Wii",2011,"Shooter","Atari",0.060000,0.000000,0.000000,0.000000,0.060000
"Mercury Meltdown","PSP",2006,"Action","Atari",0.050000,0.010000,0.000000,0.010000,0.060000
"SingStar Mallorca Party","PS3",2009,"Misc","Sony Computer Entertainment",0.000000,0.040000,0.000000,0.020000,0.060000
"3D Lemmings","PS",1995,"Puzzle","Psygnosis",0.030000,0.020000,0.000000,0.000000,0.060000
"Hi Hi Puffy AmiYumi: Kaznapped","GBA",2005,"Action","D3Publisher",0.040000,0.020000,0.000000,0.000000,0.060000
"FIFA Soccer 07","DS",2006,"Sports","Electronic Arts",0.050000,0.010000,0.000000,0.000000,0.060000
"Resident Evil - Code: Veronica X","GC",2003,"Action","Capcom",0.050000,0.010000,0.000000,0.000000,0.060000
"Broken Sword: The Shadow of the Templars","GBA",2002,"Adventure","BAM! Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Back to the Future: The Game","Wii",2011,"Adventure","Telltale Games",0.050000,0.000000,0.000000,0.000000,0.060000
"Summon Night 6: Lost Borders","PSV",2016,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Tenchi Muyou! Ryoukouki Gokuraku","SAT",1995,"Adventure","Yumedia",0.000000,0.000000,0.060000,0.000000,0.060000
"Kelly Slaters Pro Surfer","GC",2002,"Sports","Activision",0.050000,0.010000,0.000000,0.000000,0.060000
"Jacqueline Wilsons Tracy Beaker: The Game","DS",2009,"Misc","P2 Games",0.000000,0.050000,0.000000,0.000000,0.060000
"Sacred 3","X360",2014,"Role-Playing","Deep Silver",0.030000,0.030000,0.000000,0.010000,0.060000
"I Am In The Movie","PSP",2012,"Simulation","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Doraemon: Nobita no Uchuu Eiyuuki","3DS",2015,"Action","FuRyu",0.000000,0.000000,0.060000,0.000000,0.060000
"Trapt","PS2",2005,"Action","Tecmo Koei",0.030000,0.020000,0.000000,0.010000,0.060000
"Jewel Legends: Tree of Life","DS",2011,"Puzzle","Rising Star Games",0.000000,0.050000,0.000000,0.010000,0.060000
"Splat Renegade Paintball","XB",2005,"Sports","Take-Two Interactive",0.040000,0.010000,0.000000,0.000000,0.060000
"Zendoku","DS",2007,"Puzzle","Eidos Interactive",0.050000,0.000000,0.000000,0.000000,0.060000
"Metal Max 4: Gekkou no Diva","3DS",2013,"Role-Playing","Kadokawa Shoten",0.000000,0.000000,0.060000,0.000000,0.060000
"Jumper: Griffins Story","X360",2008,"Action","Eidos Interactive",0.050000,0.000000,0.000000,0.000000,0.060000
"Worms 3D","XB",2003,"Strategy","Sega",0.040000,0.010000,0.000000,0.000000,0.060000
"pro evolution soccer 2011","PC",2010,"Sports","Konami Digital Entertainment",0.000000,0.050000,0.000000,0.010000,0.060000
"Crazy Chicken: Pharaohs Treasure","DS",2007,"Puzzle","Phenomedia",0.050000,0.000000,0.000000,0.000000,0.060000
"Arcana Heart 3","PSV",2014,"Fighting","Arc System Works",0.030000,0.000000,0.020000,0.010000,0.060000
"Magi: Aratanaru Sekai","3DS",2014,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"PoPoLoCrois","PSP",2005,"Role-Playing","Ignition Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Mahouka Koukou no Rettousei: Out of Order","PSV",2014,"Adventure","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Dragon Rage","PS2",2001,"Shooter","3DO",0.030000,0.020000,0.000000,0.010000,0.060000
"Lord of Magna: Maiden Heaven","3DS",2014,"Role-Playing","Marvelous Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Dig Dug: Digging Strike","DS",2005,"Puzzle","Atari",0.050000,0.000000,0.000000,0.000000,0.060000
"Dance Sensation!","Wii",2010,"Misc","Majesco Entertainment",0.060000,0.000000,0.000000,0.000000,0.060000
"Brave: A Warriors Tale","Wii",2009,"Action","SouthPeak Games",0.050000,0.000000,0.000000,0.000000,0.060000
"Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!","3DS",2016,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Raw Danger! (JP sales)","PS2",2006,"Action","505 Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Archer Maclean Presents: Pool Paradise","PS2",2004,"Sports","Ignition Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku","DS",2006,"Misc","Nintendo",0.000000,0.000000,0.060000,0.000000,0.060000
"Winx Club: Mission Enchantix","DS",2008,"Adventure","Konami Digital Entertainment",0.030000,0.020000,0.000000,0.000000,0.060000
"Petz Bunnyz Bunch","DS",2011,"Simulation","Ubisoft",0.050000,0.000000,0.000000,0.000000,0.060000
"S.T.A.L.K.E.R.: Shadow of Chernobyl","PC",2007,"Shooter","THQ",0.010000,0.040000,0.000000,0.010000,0.060000
"Backyard Skateboarding 2006","GBA",2004,"Sports","Atari",0.040000,0.020000,0.000000,0.000000,0.060000
"Tron 2.0: Killer App","XB",2004,"Action","Disney Interactive Studios",0.040000,0.010000,0.000000,0.000000,0.060000
"Steins;Gate: Hiyoku Renri no Darling","PSP",2012,"Action","5pb",0.000000,0.000000,0.060000,0.000000,0.060000
"Gegege no Kitarou: Youkai Daigekisen","DS",2008,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Emblem of Gundam","DS",2008,"Strategy","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"The Fast and the Furious","PS2",2006,"Racing","Namco Bandai Games",0.030000,0.020000,0.000000,0.010000,0.060000
"Gem Smashers","Wii",2011,"Platform","Crave Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Super Robot Wars OG: The Moon Dwellers","PS3",2016,"Misc","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"G-Police: Weapons of Justice","PS",1999,"Action","Psygnosis",0.030000,0.020000,0.000000,0.000000,0.060000
"Killing Zone","PS",1996,"Fighting","Acclaim Entertainment",0.030000,0.020000,0.000000,0.000000,0.060000
"All Kamen Rider: Rider Generation 2","PSP",2012,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Policenauts","3DO",1995,"Adventure","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Adventures of Lolo","NES",1989,"Puzzle","HAL Laboratory",0.060000,0.000000,0.000000,0.000000,0.060000
"Quiz! Hexagon II","DS",2010,"Misc","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Game of Thrones (Telltale)","PS3",2015,"Adventure","Telltale Games",0.020000,0.030000,0.000000,0.010000,0.060000
"Call of Duty: The War Collection","X360",2010,"Shooter","Activision",0.050000,0.000000,0.000000,0.000000,0.060000
"Warriors Orochi 2","X360",2008,"Action","Tecmo Koei",0.040000,0.000000,0.010000,0.000000,0.060000
"The History Channel: Battle for the Pacific","X360",2007,"Shooter","Activision",0.050000,0.000000,0.000000,0.000000,0.060000
"Racing Gears Advance","GBA",2004,"Racing","Zoo Digital Publishing",0.040000,0.020000,0.000000,0.000000,0.060000
"Jewel Master: Cradle of Persia","DS",2012,"Puzzle","Rising Star Games",0.000000,0.050000,0.000000,0.010000,0.060000
"Project Setsuna","PS4",2016,"Role-Playing","Square Enix",0.000000,0.000000,0.060000,0.000000,0.060000
"Syphon Filter: Logans Shadow","PS2",2010,"Shooter","Sony Computer Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"NTRA Breeders Cup World Thoroughbred Championships","XB",2005,"Simulation","Bethesda Softworks",0.040000,0.010000,0.000000,0.000000,0.060000
"Tiger Woods PGA Tour 08","DS",2007,"Sports","Electronic Arts",0.050000,0.000000,0.000000,0.000000,0.060000
"Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune","PS2",2008,"Misc","Paon",0.000000,0.000000,0.060000,0.000000,0.060000
"Tanjou S Debut","SAT",1996,"Simulation","NEC Interchannel",0.000000,0.000000,0.060000,0.000000,0.060000
"Nendoroid Generation","PSP",2012,"Role-Playing","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Brave: A Warriors Tale","X360",2009,"Action","SouthPeak Games",0.050000,0.010000,0.000000,0.000000,0.060000
"Popn TwinBee: Rainbow Bell Adventure","SNES",1993,"Platform","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Honeycomb Beat","DS",2006,"Puzzle","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Broken Helix","PS",1997,"Action","Konami Digital Entertainment",0.030000,0.020000,0.000000,0.000000,0.060000
"The Saboteur","PC",2009,"Action","Electronic Arts",0.000000,0.050000,0.000000,0.010000,0.060000
"Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!","DS",2010,"Role-Playing","Marvelous Interactive",0.000000,0.000000,0.060000,0.000000,0.060000
"Myst III: Exile","XB",2002,"Adventure","Ubisoft",0.040000,0.010000,0.000000,0.000000,0.060000
"Warriors: Legends of Troy","X360",2011,"Action","Tecmo Koei",0.000000,0.040000,0.010000,0.010000,0.060000
"Hajime no Ippo Portable: Victorious Spirits","PSP",2007,"Fighting","Grand Prix Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Nanostray","DS",2005,"Shooter","Majesco Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"CMT Presents: Karaoke Revolution Country","PS2",2006,"Misc","Konami Digital Entertainment",0.030000,0.020000,0.000000,0.010000,0.060000
"Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu","DS",2007,"Fighting","Takara Tomy",0.000000,0.000000,0.060000,0.000000,0.060000
"Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+","DS",2008,"Role-Playing","Square Enix",0.000000,0.000000,0.060000,0.000000,0.060000
"Vitamin X to Z","PSP",2011,"Adventure","D3Publisher",0.000000,0.000000,0.060000,0.000000,0.060000
"Fatal Frame","XB",2002,"Action","Tecmo Koei",0.040000,0.010000,0.000000,0.000000,0.060000
"Tom Clancys Ghost Recon: Advanced Warfighter","PS2",2006,"Shooter","Ubisoft",0.030000,0.020000,0.000000,0.010000,0.060000
"Urban Chaos: Riot Response","PS2",2006,"Shooter","Eidos Interactive",0.030000,0.020000,0.000000,0.010000,0.060000
"Generation of Chaos","PSP",2005,"Role-Playing","Midas Interactive Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Teenage Mutant Ninja Turtles II: Back from the Sewers","GB",1991,"Action","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Gormiti: The Lords of Nature!","DS",2010,"Adventure","Konami Digital Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"The Sims 2: University","PC",2005,"Simulation","Electronic Arts",0.010000,0.040000,0.000000,0.010000,0.060000
"Pucca Power Up","DS",2011,"Platform","Rising Star Games",0.040000,0.020000,0.000000,0.000000,0.060000
"Resident Evil 2","GC",2003,"Action","Capcom",0.040000,0.010000,0.000000,0.000000,0.060000
"MLB Power Pros 2008","DS",2008,"Sports","Take-Two Interactive",0.050000,0.000000,0.000000,0.000000,0.060000
"Real Soccer 2009","DS",2008,"Sports","Ubisoft",0.050000,0.000000,0.000000,0.000000,0.060000
"World Championship Athletics","Wii",2009,"Sports","DTP Entertainment",0.040000,0.010000,0.000000,0.000000,0.060000
"The Amazing Spider-Man 2 (2014)","WiiU",2014,"Action","Activision",0.030000,0.020000,0.000000,0.000000,0.060000
"Yomawari","PSV",2015,"Adventure","Nippon Ichi Software",0.000000,0.000000,0.060000,0.000000,0.060000
"Real Bout Garou Densetsu Special: Dominated Mind","PS",1998,"Fighting","SNK",0.000000,0.000000,0.050000,0.000000,0.060000
"Jumble Madness","DS",2009,"Puzzle","Destineer",0.060000,0.000000,0.000000,0.000000,0.060000
"Vampire Rain: Altered Species","PS3",2008,"Action","Ignition Entertainment",0.050000,0.000000,0.000000,0.000000,0.060000
"Sumikko Gurashi: Mura o Tsukurundesu","3DS",2016,"Misc","Nippon Columbia",0.000000,0.000000,0.060000,0.000000,0.060000
"Harry Potter and the Sorcerers Stone","PC",2001,"Action","Electronic Arts",0.010000,0.040000,0.000000,0.010000,0.060000
"Minna no Sukkiri","PSP",2009,"Sports","Sony Computer Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Scurge: Hive","DS",2006,"Action","SouthPeak Games",0.050000,0.000000,0.000000,0.000000,0.060000
"Catwoman","XB",2004,"Action","Electronic Arts",0.040000,0.010000,0.000000,0.000000,0.060000
"Murdered: Soul Suspect","PC",2014,"Action","Square Enix",0.000000,0.050000,0.000000,0.010000,0.060000
"Romance of the Three Kingdoms 13","PS4",2015,"Action","Tecmo Koei",0.010000,0.000000,0.050000,0.000000,0.060000
"Noddy in Toyland","DS",2011,"Misc","GSP",0.000000,0.050000,0.000000,0.010000,0.060000
"Aquarium by DS","DS",2008,"Simulation","Mercury Games",0.050000,0.000000,0.000000,0.000000,0.060000
"Utawarerumono: Itsuwari no Kamen","PS4",2015,"Adventure","Aqua Plus",0.000000,0.000000,0.060000,0.000000,0.060000
"Ride to Hell","X360",2013,"Racing","Deep Silver",0.040000,0.010000,0.000000,0.000000,0.060000
"Burning Rangers","SAT",1998,"Platform","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Mana Khemia: Alchemists of Al-Revis","PS2",2007,"Role-Playing","Nippon Ichi Software",0.030000,0.020000,0.000000,0.010000,0.060000
"Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka","DS",2010,"Action","Takara Tomy",0.000000,0.000000,0.060000,0.000000,0.060000
"Interplay Sports Baseball 2000","PS",1999,"Sports","Interplay",0.030000,0.020000,0.000000,0.000000,0.060000
"Zone of the Enders: The Fist of Mars","GBA",2001,"Role-Playing","Konami Digital Entertainment",0.040000,0.020000,0.000000,0.000000,0.060000
"Animorphs: Shattered Reality","PS",2000,"Action","Infogrames",0.030000,0.020000,0.000000,0.000000,0.060000
"Teenage Mutant Ninja Turtles: Tournament Fighters","SNES",1992,"Fighting","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Eikan wa Kimini 2002: Koshien no Kodou","PS2",2002,"Sports","DigiCube",0.000000,0.000000,0.060000,0.000000,0.060000
"PopStar Guitar","Wii",2008,"Misc","Midway Games",0.030000,0.030000,0.000000,0.010000,0.060000
"Mirrors Edge","PC",2009,"Platform","Electronic Arts",0.000000,0.050000,0.000000,0.010000,0.060000
"Blade Dancer: Lineage of Light","PSP",2006,"Role-Playing","Atari",0.050000,0.000000,0.000000,0.000000,0.060000
"Terminator 3: Rise of the Machines","GBA",2003,"Action","Atari",0.040000,0.020000,0.000000,0.000000,0.060000
"Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE","PSP",2006,"Misc","Sega",0.000000,0.000000,0.060000,0.000000,0.060000
"Mayhem 3D","PS3",2011,"Racing","Evolved Games",0.050000,0.000000,0.000000,0.010000,0.060000
"G1 Jockey 2","PS2",2000,"Sports","Tecmo Koei",0.000000,0.000000,0.060000,0.000000,0.060000
"Constantine","XB",2005,"Action","SCi",0.040000,0.010000,0.000000,0.000000,0.060000
"Chaos Rings III","PSV",2014,"Role-Playing","Square Enix",0.000000,0.000000,0.060000,0.000000,0.060000
"Tom Clancys Splinter Cell: Double Agent","GC",2006,"Action","Ubisoft",0.040000,0.010000,0.000000,0.000000,0.060000
"Senritsu no Stratus","PSP",2011,"Role-Playing","Konami Digital Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!","DS",2009,"Fighting","Takara Tomy",0.000000,0.000000,0.060000,0.000000,0.060000
"Rhapsody: A Musical Adventure","DS",2008,"Role-Playing","Nippon Ichi Software",0.050000,0.000000,0.000000,0.000000,0.060000
"Titan Quest","PC",2006,"Role-Playing","THQ",0.010000,0.040000,0.000000,0.010000,0.060000
"Wantame Fortune Channel","DS",2007,"Misc","Capcom",0.000000,0.000000,0.060000,0.000000,0.060000
"Evangelion: Jo","PSP",2009,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Bleach: Blade Battlers 2nd","PS2",2007,"Fighting","Sony Computer Entertainment",0.000000,0.000000,0.060000,0.000000,0.060000
"Samurai Jack: The Shadow of Aku","PS2",2004,"Action","Sega",0.030000,0.020000,0.000000,0.010000,0.060000
"Kamen Rider Kabuto","PS2",2006,"Action","Namco Bandai Games",0.000000,0.000000,0.060000,0.000000,0.060000
"Men in Black The Series: Crashdown","PS",2001,"Shooter","Infogrames",0.030000,0.020000,0.000000,0.000000,0.060000
"Zero Divide","PS",1995,"Fighting","Ocean",0.030000,0.020000,0.000000,0.000000,0.060000
"FIFA Street","GC",2005,"Sports","Electronic Arts",0.040000,0.010000,0.000000,0.000000,0.060000
"Tsugunai: Atonement","PS2",2001,"Role-Playing","Sony Computer Entertainment",0.020000,0.010000,0.020000,0.000000,0.060000
"Rugby World Cup 2015","PS4",2015,"Sports","Ubisoft",0.000000,0.050000,0.000000,0.010000,0.060000
